ensembl,gene_symbol_x,obs_lof,exp_lof,UNEECON.G,protein_complex,transcript_factor,reactome_nervous_development,reactome_developmental_biology,GO_central_neurvous_development,GO_embryo_development,cpg_density,promoter_phastcons,exonic_phastcons,PPI_degree,gene_expression_level,tissue_specificity_tau,enhancer_number,h3k4me3,h2az,h3k27me3,h3k9ac,Gene ID,Essentiality test,VP,VN,CL,SP,DL,Organismal Essentiality test,gene_symbol_y,DeepLOF_score
ENSG00000108510,MED13,0,98.429,1.125410429,1,0,0,1,0,0,1.018603581,2.865351365,1.105826177,-0.697760003,0.229297712,-0.73973551,0.378184237,0.651931596,0.60816542,-0.601757359,0.668573155,ENSG00000108510,1,0,0,0,0,0,0,MED13,0.98408675
ENSG00000108518,PFN1,0,4.3562,2.174482616,1,0,1,1,0,1,1.262377346,2.958775418,0.777926578,-0.697760003,2.627445469,-0.698725747,0.82139236,1.103803998,0.787456225,-0.65441724,1.214877185,ENSG00000108518,1,0,0,1,0,1,1,PFN1,0.95788616
ENSG00000108557,RAI1,2,54.366,0.221629214,0,0,0,0,0,0,1.269912584,0.827240291,1.491349527,-0.697760003,0.534806339,-0.914060527,0.958031912,0.541192567,0.580430707,0.993581241,0.98929739,ENSG00000108557,1,0,0,0,0,0,0,RAI1,0.92316043
ENSG00000108559,NUP88,20,42.281,-0.890404787,0,0,0,0,0,0,0.873419367,-0.475594792,0.82180926,0.271811812,0.491991877,-0.892591512,0.913876137,0.615140337,0.292626572,-1.306278526,0.635124781,ENSG00000108559,1,0,0,0,0,0,0,NUP88,0.44297338
ENSG00000108561,C1QBP,11,12.361,0.133429185,1,0,0,0,0,0,0.052860661,-0.268658921,0.715547013,-0.086027182,1.656929456,-1.158146964,0.906989536,0.383935949,0.104513585,-1.41456868,0.616416582,ENSG00000108561,1,0,0,0,0,0,0,C1QBP,0.3732239
ENSG00000108576,SLC6A4,8,33.831,0.536581791,0,0,0,0,1,0,-0.009124058,-0.560409803,0.356080637,-0.697760003,-1.162402819,1.489593215,0.110794798,0.302772246,0.62982563,1.346883217,-0.12593992,ENSG00000108576,1,0,0,0,0,0,0,SLC6A4,0.7392956
ENSG00000108578,BLMH,7,27.304,0.451943423,0,0,0,0,0,0,0.861460575,-0.303732798,1.141541212,0.883547281,0.45602773,-0.514484537,0.446919944,0.288079793,0.568641587,0.58367692,0.257244737,ENSG00000108578,1,0,0,0,0,0,0,BLMH,0.71904266
ENSG00000108587,GOSR1,5,16.38,-0.228594718,0,0,0,0,0,0,-0.42366658,-0.6720085,1.272760291,-0.697760003,1.239642152,-1.340076137,0.637280251,0.155632346,0.033172477,0.039265813,0.149464834,ENSG00000108587,1,0,0,0,0,0,0,GOSR1,0.59432423
ENSG00000108588,CCDC47,16,27.782,0.246632595,0,0,0,0,0,0,1.440702657,-0.249527716,1.361394102,-0.697760003,1.4262144,-1.098246227,0.784416246,0.725931135,0.378390529,-1.090013479,0.766878536,ENSG00000108588,1,0,0,0,0,0,0,CCDC47,0.53695595
ENSG00000108590,MED31,6,9.2595,1.055775394,1,0,0,1,0,0,0.271671888,-0.149407742,1.084894754,-0.086027182,0.693966354,-1.080999809,0.858596573,0.666090532,0.485078219,1.061495821,0.577993665,ENSG00000108590,1,0,0,0,0,0,0,MED31,0.63479054
ENSG00000108592,FTSJ3,13,50.173,0.147525795,0,0,0,0,0,0,-0.016932244,0.087181498,-0.041342571,0.271811812,0.860690257,-1.243785317,0.75985354,0.630975273,0.2455966,-1.38375831,0.768369223,ENSG00000108592,1,0,0,0,0,0,0,FTSJ3,0.7202372
ENSG00000108599,AKAP10,9,35.585,0.616503894,0,0,0,0,0,0,0.656133758,0.10599385,1.104649657,-0.697760003,0.948229364,-1.339004609,0.567722826,0.48329873,0.300916222,-0.376312361,0.390760107,ENSG00000108599,1,0,0,0,0,0,0,AKAP10,0.7447967
ENSG00000108604,SMARCD2,13,33.09,1.39744695,1,0,0,0,0,0,0.507740097,0.122255374,0.553258357,-0.697760003,1.015129704,-1.109207327,0.82139236,0.741991736,0.866745169,0.157731275,0.887986892,ENSG00000108604,1,0,0,0,0,0,0,SMARCD2,0.6813647
ENSG00000108651,UTP6,20,43.521,-0.559561723,0,0,0,0,0,0,0.618639605,-0.753316123,0.660953489,-0.697760003,0.867913825,-1.261638224,0.805926656,0.211220748,0.576169743,0.040775962,0.178603978,ENSG00000108651,1,0,0,1,0,1,1,UTP6,0.48237807
ENSG00000108654,DDX5,0,30.335,1.907123221,1,0,0,0,0,0,2.374868007,0.95669478,1.064885601,-0.697760003,2.341697363,-1.376167677,1.013635618,0.968849443,0.208605756,-0.894023461,0.996981255,ENSG00000108654,1,0,0,0,0,0,0,DDX5,0.96904874
ENSG00000108669,CYTH1,0,24.467,2.049824488,0,0,0,0,0,0,1.428354786,-1.312903879,0.249836882,1.01959146,1.064651764,-0.877946782,1.136160558,0.966820309,0.492190748,-0.25529849,0.891180541,ENSG00000108669,1,0,0,0,0,0,0,CYTH1,0.93481785
ENSG00000108671,PSMD11,1,29.84,1.871167407,1,0,1,1,0,0,0.358114127,0.465979363,0.998050874,0.271811812,1.153069116,-0.976723352,0.273571449,0.441562691,0.35717241,0.22349026,0.38447348,ENSG00000108671,1,0,0,0,0,0,0,PSMD11,0.93936086
ENSG00000108771,DHX58,23,29.569,-1.036961258,0,0,0,0,0,0,-1.973556121,1.61640251,-1.451715369,-0.697760003,0.288392647,-1.033926698,-1.608553835,0.202325889,-0.070337827,-1.017324138,0.557499248,ENSG00000108771,1,1,0,0,0,1,1,DHX58,0.15413523
ENSG00000108773,KAT2A,9,42.025,2.094045181,1,0,0,1,1,1,-0.42751728,1.780930876,0.838008661,-0.697760003,0.615242636,-0.730886208,-1.608553835,0.26683266,0.010546024,-1.060437941,0.541993801,ENSG00000108773,1,0,0,0,0,0,0,KAT2A,0.80664045
ENSG00000108797,CNTNAP1,24,79.899,0.349783771,1,0,1,1,1,0,-0.881577904,0.844139522,0.617594405,-0.697760003,0.001700427,0.062020871,-1.608553835,0.896183375,0.917801247,0.819196371,0.960459774,ENSG00000108797,1,0,0,0,0,0,0,CNTNAP1,0.69910234
ENSG00000108821,COL1A1,4,86.767,1.868349389,1,0,0,0,0,1,0.0,0.0,0.0,-0.086027182,1.316916765,0.398710076,0.958031912,0.683422928,0.439135951,1.236636186,1.033108358,ENSG00000108821,1,0,0,0,0,0,0,COL1A1,0.9360564
ENSG00000108826,MRPL27,1,6.0781,-0.960431213,1,0,0,0,0,0,-1.373522825,-1.388790993,0.948811133,-0.086027182,1.380051629,-1.188403142,0.727596329,0.32257151,0.05909136,-1.314334984,0.324349571,ENSG00000108826,1,0,0,0,0,0,0,MRPL27,0.34290582
ENSG00000108848,LUC7L3,0,33.474,2.396825489,1,0,0,0,0,0,1.266941494,-0.463478362,0.358228544,-0.086027182,1.701346715,-0.898682773,0.96659451,0.684064946,0.155969566,-0.462450759,0.575243526,ENSG00000108848,1,0,0,1,0,1,1,LUC7L3,0.9684469
ENSG00000108883,EFTUD2,1,50.389,2.249486235,1,0,0,0,0,0,-0.284836621,-0.595164826,1.00926846,-0.697760003,1.068922232,-1.095783362,0.536474525,0.461558795,0.453800112,0.280971913,0.507529413,ENSG00000108883,1,0,0,1,0,1,1,EFTUD2,0.9556139
ENSG00000108946,PRKAR1A,0,25.126,3.008028662,0,0,0,0,0,1,1.286970231,-0.015170451,1.11158522,1.418492585,1.751340833,-0.986579186,0.855484174,0.696861419,0.735119429,-1.040106414,0.719679934,ENSG00000108946,1,0,0,0,0,0,0,PRKAR1A,0.96927613
ENSG00000108953,YWHAE,0,12.704,3.36447524,1,0,0,0,1,0,0.0,0.0,0.0,0.525702109,1.944192535,-1.031496068,1.003734286,0.619284998,0.174571047,-0.78342337,0.473675415,ENSG00000108953,1,0,0,0,0,0,0,YWHAE,0.962224
ENSG00000108963,DPH1,25,25.445,-0.614506538,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.968912042,-1.076476635,0.3184611,0.477564539,0.564355409,1.243568122,0.447155251,ENSG00000108963,1,0,0,0,0,0,0,DPH1,0.22431993
ENSG00000108984,MAP2K6,4,25.485,2.729194979,0,0,0,1,0,0,0.0,0.0,0.0,-0.086027182,-0.021924373,-0.126138183,0.849192121,0.470732171,0.919903746,-0.424142666,0.428971041,ENSG00000108984,1,0,0,0,0,0,0,MAP2K6,0.84944564
ENSG00000109046,WSB1,5,22.767,-0.321837172,1,0,0,0,0,0,0.712485924,-0.921989583,1.104327535,-0.697760003,1.422108603,-1.153198297,1.069709903,0.66669679,0.40970237,-0.413308599,0.64657518,ENSG00000109046,1,0,0,0,0,0,0,WSB1,0.7029708
ENSG00000109062,SLC9A3R1,8,12.479,-0.930254944,1,0,0,0,0,1,0.542481381,0.86167646,-0.816570127,0.525702109,1.103876397,-0.744771409,1.038992874,0.809457739,0.810765522,0.871732383,1.001565732,ENSG00000109062,1,0,0,0,0,0,0,SLC9A3R1,0.38242292
ENSG00000109083,IFT20,3,9.081,-0.839928356,1,0,0,0,0,0,-0.490832258,-0.5508442,1.314272569,2.177657052,0.898762194,-0.724531482,0.876819632,0.58835195,0.363266382,-1.083153189,0.72209088,ENSG00000109083,1,0,0,0,0,0,0,IFT20,0.45645785
ENSG00000109099,PMP22,0,7.7416,0.601911522,0,0,1,1,0,0,0.0,0.0,0.0,2.838885596,1.479238464,-0.656859898,0.936511121,0.709534328,0.662467911,1.104150117,0.833018727,ENSG00000109099,1,0,0,0,0,0,0,PMP22,0.8561648
ENSG00000109101,FOXN1,3,22.239,-0.085325934,0,1,0,0,0,0,0.0,0.0,0.0,1.565921583,-1.119851831,1.752117094,-1.608553835,-0.688377773,0.375960025,1.326238029,0.119856489,ENSG00000109101,1,0,0,0,0,0,0,FOXN1,0.79481053
ENSG00000109111,SUPT6H,4,105.73,1.47165474,1,0,0,0,0,1,-0.147563008,0.07155768,0.954676207,-0.697760003,1.310977631,-1.138295007,0.789893857,0.533630703,0.088758799,-1.271359727,0.481351697,ENSG00000109111,1,0,0,0,0,0,0,SUPT6H,0.9531703
ENSG00000109132,PHOX2B,0,8.8042,1.829888671,0,1,0,0,1,0,0.911508756,6.293025653,0.279321551,-0.697760003,-1.618119944,1.854396843,-0.106905044,-0.161345193,-0.378315419,1.764024055,-1.133322106,ENSG00000109132,1,0,0,0,0,0,0,PHOX2B,0.9464435
ENSG00000109171,SLAIN2,4,22.781,-0.044412497,0,0,0,0,0,0,1.780843867,1.031306481,1.094679829,-0.697760003,0.639548076,-0.782821422,0.659838899,0.664139345,0.743071381,-1.176740001,0.671530147,ENSG00000109171,1,0,0,0,0,1,1,SLAIN2,0.78942084
ENSG00000109270,LAMTOR3,1,8.6613,-0.6168027,1,0,0,0,0,0,-0.156125996,-0.34677801,1.298528291,0.883547281,1.114075022,-1.197507719,0.652447903,0.333888896,0.154478283,-1.485295721,0.386619985,ENSG00000109270,1,0,0,1,0,1,1,LAMTOR3,0.6279892
ENSG00000109320,NFKB1,2,45.595,1.771121268,1,0,0,1,0,0,1.498778207,0.222056495,0.009929293,-0.697760003,0.756881656,-0.886352873,0.549243027,0.643748717,0.372820161,-0.190935326,0.601248764,ENSG00000109320,1,0,0,0,0,0,0,NFKB1,0.93683374
ENSG00000109332,UBE2D3,2,9.4609,3.783400915,1,0,0,0,0,0,0.0,0.0,0.0,1.631326929,2.065225724,-1.141854774,0.637280251,1.142637728,0.785394213,-0.771326645,1.015017918,ENSG00000109332,1,0,0,0,0,0,0,UBE2D3,0.913535
ENSG00000109458,GAB1,8,32.849,0.851664832,1,0,1,1,0,0,1.878303291,0.411455428,0.969389929,-0.697760003,0.628877395,-0.532338646,0.849192121,0.634096486,0.666830368,0.383984807,0.709884677,ENSG00000109458,1,0,0,0,0,0,0,GAB1,0.7849698
ENSG00000109475,RPL34,1,8.3675,1.688916049,1,0,1,1,0,0,-0.721352376,-0.61046979,-0.469900327,-0.697760003,2.625129097,-0.859774268,0.629494463,0.556855707,0.301199441,-1.396175703,0.586826926,ENSG00000109475,1,0,0,0,0,0,0,RPL34,0.86672354
ENSG00000109501,WFS1,47,29.024,-1.152186856,0,0,0,0,0,0,-0.133106164,-1.475200271,1.128237937,0.722641834,0.743806778,-0.664847237,0.850773642,0.472666161,0.607706145,0.871518474,0.79811776,ENSG00000109501,1,0,0,0,0,0,0,WFS1,0.06391919
ENSG00000109519,GRPEL1,3,9.9619,0.095679495,1,0,0,0,0,0,1.318431242,-1.483171606,1.124757682,0.722641834,0.587819424,-0.787698519,1.101090167,0.406439275,0.108752863,0.410447643,0.394891746,ENSG00000109519,1,0,0,0,0,0,0,GRPEL1,0.6326883
ENSG00000109534,GAR1,4,13.347,-0.739986588,0,0,0,0,0,0,0.191077675,-0.64681908,0.546228918,-0.697760003,0.853411799,-1.161104663,0.519971051,0.309264163,0.498482287,-0.401509699,0.351515163,ENSG00000109534,1,0,0,0,0,0,0,GAR1,0.4654516
ENSG00000109572,CLCN3,4,41.197,2.299219022,0,0,0,0,0,0,0.872866294,0.085906084,0.108411587,-0.697760003,1.00112169,-1.020279941,0.552377737,0.561245226,0.552369303,-1.20647156,0.618197922,ENSG00000109572,1,0,0,0,0,0,0,CLCN3,0.89702445
ENSG00000109606,DHX15,1,45.295,3.863642654,1,0,0,0,0,0,1.093467817,-0.380576473,1.148813142,1.241383627,1.447500872,-1.24895327,0.860144504,0.609036483,0.411496583,0.102939482,0.438502051,ENSG00000109606,1,0,0,1,0,1,1,DHX15,0.9685399
ENSG00000109618,SEPSECS,16,24.576,-0.631036297,1,0,0,0,0,0,0.791970553,-0.28906554,0.90095857,-0.086027182,0.007518803,-0.55739958,0.844412946,0.448300707,0.562331361,-1.530308566,0.363428421,ENSG00000109618,1,0,0,1,0,1,1,SEPSECS,0.34926915
ENSG00000109667,SLC2A9,17,22.353,-0.473997062,0,0,0,0,0,0,-2.305447,-1.676715634,0.274605734,-0.697760003,-0.412666711,0.162271155,-0.006514401,-0.138678931,0.449191581,0.562210202,0.273859311,ENSG00000109667,1,0,0,0,0,0,0,SLC2A9,0.24338597
ENSG00000109670,FBXW7,4,39.47,2.068559084,1,0,0,0,0,0,1.002550573,2.218078918,1.295453578,-0.697760003,0.406077525,-0.434070556,0.953062652,0.797270479,0.478280126,-0.815599199,0.767858528,ENSG00000109670,1,0,0,0,0,0,0,FBXW7,0.89936435
ENSG00000109685,WHSC1,3,65.289,1.849229925,0,1,0,0,0,0,0.0,0.0,0.0,0.271811812,0.467971867,-0.665904594,1.089356188,0.625443362,0.519135245,0.739410122,0.684884989,ENSG00000109685,1,0,0,0,0,0,0,WHSC1,0.9362303
ENSG00000109705,NKX3-2,1,7.5221,-0.681799748,0,1,0,0,0,1,1.673090647,-0.087231324,-0.707929093,-0.086027182,-1.545729473,1.250798648,0.621567537,0.693210866,0.559681691,1.734221372,0.103026644,ENSG00000109705,1,0,0,0,0,0,0,NKX3-2,0.70637774
ENSG00000109738,GLRB,9,23.702,0.511669735,1,0,0,0,0,0,0.707072761,-1.220436386,0.159777781,-0.697760003,-0.152881734,0.210530355,0.613494258,-0.058509254,-0.028668215,0.506329198,-0.19437464,ENSG00000109738,1,0,0,0,0,1,1,GLRB,0.6055336
ENSG00000109756,RAPGEF2,8,73.134,1.642033895,0,0,0,0,1,0,1.654710787,1.089337804,0.382430181,-0.086027182,0.643511158,-0.689622921,-0.369617538,-0.007403429,-0.723289252,-1.932496469,-0.014369946,ENSG00000109756,1,0,0,0,0,1,1,RAPGEF2,0.8854302
ENSG00000109787,KLF3,2,14.604,1.072611743,0,1,0,0,0,0,2.44975216,2.579658699,0.930342121,1.01959146,0.938491818,-0.91114353,1.008162578,1.041583241,0.295281629,-0.135162189,1.137666627,ENSG00000109787,1,0,0,0,0,0,0,KLF3,0.88686067
ENSG00000109805,NCAPG,19,45.994,-0.550977207,1,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.733873974,0.762263794,0.591207134,0.76660898,1.104081272,-1.391374122,0.772512787,ENSG00000109805,1,0,0,0,0,0,0,NCAPG,0.5462447
ENSG00000109814,UGDH,9,21.759,1.330036322,0,0,0,0,0,1,0.980462539,-0.501740773,0.723059663,-0.697760003,0.615242636,-0.19755738,0.582547641,0.675210771,0.515598258,-0.794644353,0.73778094,ENSG00000109814,1,0,0,0,0,0,0,UGDH,0.6716549
ENSG00000109819,PPARGC1A,5,39.403,0.002776247,1,0,0,1,1,0,0.0,0.0,0.0,0.525702109,-0.072983362,0.271368262,0.422392573,0.450497327,0.442314341,0.473153971,0.470870486,ENSG00000109819,1,0,0,0,0,0,0,PPARGC1A,0.8347789
ENSG00000109851,DBX1,4,11.918,0.0,0,1,0,0,1,0,1.138234515,3.917886511,-0.526801146,0.0,-2.267235261,2.063681549,0.413901235,0.163856682,-0.806285357,1.706182065,-0.587876969,ENSG00000109851,1,0,0,0,0,0,0,DBX1,0.74973243
ENSG00000109911,ELP4,14,21.285,-0.880411262,1,0,0,0,0,0,0.078680222,-0.11847896,0.604147584,-0.697760003,0.698961374,-0.810369275,0.632105159,0.451033285,0.472238084,-1.464734955,0.381725743,ENSG00000109911,1,0,0,0,0,0,0,ELP4,0.30829883
ENSG00000109917,ZPR1,17,27.204,-0.513912451,0,0,0,0,0,0,-1.355906693,0.057209276,0.258644578,-0.697760003,0.85187487,-1.171058881,0.86931876,0.234937475,0.716026086,0.167032147,0.353152664,ENSG00000109917,1,0,0,0,0,0,0,ZPR1,0.35165995
ENSG00000109919,MTCH2,7,23.295,0.067649355,0,0,0,0,0,0,0.814652023,-0.173640602,0.883281419,0.271811812,0.830116341,-0.69993161,0.555490136,0.308742331,0.49642111,-0.673829067,0.42882254,ENSG00000109919,1,0,0,0,0,1,1,MTCH2,0.667116
ENSG00000109920,FNBP4,3,54.492,0.112855049,0,0,0,0,0,0,1.410949566,-0.324139417,0.342433673,-0.697760003,1.009563824,-1.235624273,0.573713196,0.545115485,0.495303032,-1.258616603,0.571210051,ENSG00000109920,1,0,0,0,0,0,0,FNBP4,0.9130136
ENSG00000109929,SC5D,6,12.253,-0.08642183,0,0,0,0,0,0,0.582561833,-1.272090641,0.669199022,-0.697760003,0.747824751,-0.279836103,0.829753803,0.447984742,0.343994099,0.667911662,0.503351015,ENSG00000109929,1,0,0,0,0,0,0,SC5D,0.493528
ENSG00000109971,HSPA8,1,23.577,3.633700267,1,0,1,1,0,0,0.860997394,0.228752417,0.993775711,0.271811812,2.618893555,-1.165969007,0.59405594,0.954023764,0.359488152,-0.874459263,0.919969238,ENSG00000109971,1,0,0,0,0,0,0,HSPA8,0.9588671
ENSG00000110047,EHD1,1,16.877,1.006570984,0,0,0,0,0,0,0.084503455,0.948723444,-0.842870038,0.271811812,0.771372704,-0.675020479,0.802414266,0.983299266,0.392944206,-0.226137362,1.019020439,ENSG00000110047,1,0,0,0,0,0,0,EHD1,0.88329685
ENSG00000110048,OSBP,6,45.477,2.233126079,1,0,0,0,0,0,0.889004121,0.619029006,0.560504839,-0.697760003,0.813704131,-0.821051009,0.626868088,0.646829374,0.579480445,-1.893011559,0.6830866,ENSG00000110048,1,0,0,1,0,1,1,OSBP,0.8723153
ENSG00000110063,DCPS,12,15.65,-0.832087483,0,0,0,0,0,0,0.672348995,-0.901582964,-0.664301397,0.525702109,0.505396097,-0.818107386,0.681290673,0.213746301,0.269689225,-2.280966905,0.243064275,ENSG00000110063,1,0,0,0,0,1,1,DCPS,0.22479653
ENSG00000110066,SUV420H1,0,38.078,1.481439522,0,0,0,0,0,0,2.540417185,-0.251440837,-0.212511719,-0.086027182,1.034440124,-1.190329605,0.805926656,0.678270324,0.585094831,0.502109489,0.703753332,ENSG00000110066,1,0,0,0,0,0,0,SUV420H1,0.95994705
ENSG00000110075,PPP6R3,8,50.907,0.333156164,1,0,0,0,0,0,1.322515924,0.598622387,0.92174668,-0.697760003,1.347896871,-1.272310777,0.9808941,0.618453571,0.18916346,-0.262560035,0.548873665,ENSG00000110075,1,0,0,0,0,0,0,PPP6R3,0.83161086
ENSG00000110076,NRXN2,9,60.814,0.919153738,0,0,0,0,0,0,-1.231016265,0.915243835,-0.022808115,-0.697760003,0.154734681,0.342821728,0.654925475,0.410961158,0.25398235,1.533779882,0.438905967,ENSG00000110076,1,1,0,0,0,1,1,NRXN2,0.83452713
ENSG00000110090,CPT1A,22,47.51,0.610117693,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.676390469,-0.671775008,0.985558572,0.814146272,1.038387162,0.903378842,0.806744128,ENSG00000110090,1,1,0,0,0,1,1,CPT1A,0.590902
ENSG00000110092,CCND1,1,11.571,0.664468898,1,0,0,0,0,0,1.881134752,3.323543732,0.091327864,-0.697760003,0.818677195,-0.386454106,1.121108933,0.9688378,1.190884432,1.093572984,0.95309027,ENSG00000110092,1,0,0,0,0,0,0,CCND1,0.87257224
ENSG00000110104,CCDC86,10,16.559,-0.626796225,0,0,0,0,0,0,-1.140769178,-1.103417181,0.953707982,-0.697760003,0.509084728,-0.008597165,0.775131606,0.581575154,0.713049778,0.506929098,0.744260287,ENSG00000110104,1,0,0,0,0,0,0,CCDC86,0.33748525
ENSG00000110107,PRPF19,0,28.095,2.988048136,1,0,0,0,1,1,0.05571407,-0.50333504,0.601144479,-0.697760003,1.365154392,-1.071209959,0.748034168,0.449691193,0.406410134,0.304519799,0.833801803,ENSG00000110107,1,0,0,0,0,0,0,PRPF19,0.9729719
ENSG00000110172,CHORDC1,3,20.703,-0.458576245,0,0,0,0,0,0,1.305125701,-1.290584139,1.047413928,-0.086027182,0.943464882,-0.607065233,0.056062188,0.599743331,0.394819831,-0.25688252,0.499664408,ENSG00000110172,1,0,0,1,0,1,1,CHORDC1,0.7026578
ENSG00000110195,FOLR1,4,14.033,0.110102264,0,0,0,0,0,1,0.0,0.0,0.0,-0.086027182,0.206155947,1.049320776,-1.608553835,-1.437257374,0.06939386,-0.13133603,-0.44678813,ENSG00000110195,1,0,0,0,0,1,1,FOLR1,0.6274555
ENSG00000110200,ANAPC15,2,8.1194,0.921997848,0,0,0,0,0,0,-1.420171208,0.320901056,1.084330069,-0.086027182,1.015305353,-0.997860242,0.9773628,0.280152048,1.14642591,0.49846869,0.560472905,ENSG00000110200,1,0,0,1,0,1,1,ANAPC15,0.73831344
ENSG00000110321,EIF4G2,1,55.615,1.742915002,0,0,0,0,0,0,1.497371699,1.252271902,1.450264167,-0.697760003,2.646437525,-1.247526583,0.773250785,0.760366614,0.440318731,-0.349184838,0.758957804,ENSG00000110321,1,0,0,1,0,1,1,EIF4G2,0.9581146
ENSG00000110367,DDX6,1,27.186,2.930820206,1,0,0,0,0,0,1.145372502,0.47969006,1.431760713,2.97263516,1.271072358,-1.24707294,0.98206489,0.849140787,0.702603558,-0.292906921,0.714406706,ENSG00000110367,1,0,0,1,0,1,1,DDX6,0.94547
ENSG00000110375,UPK2,10,7.3248,-0.896308272,0,0,0,0,0,0,-2.411668694,0.129270149,0.040335707,2.360908517,-1.040491385,1.665348572,-1.608553835,-1.189608492,-0.708418102,0.771280164,-0.59947231,ENSG00000110375,1,0,0,0,0,0,0,UPK2,0.116015136
ENSG00000110395,CBL,14,43.488,0.406581172,1,0,0,0,0,0,0.801918903,0.0,0.093239824,-0.697760003,0.136620871,-0.493524379,0.82139236,0.468973501,0.571166622,-1.038324566,0.490194684,ENSG00000110395,1,0,0,0,0,0,0,CBL,0.67150056
ENSG00000110436,SLC1A2,4,21.587,1.240244635,0,0,0,0,1,0,1.29453549,0.322814177,0.880904701,-0.697760003,0.287909612,0.576053304,0.0750778,0.264496916,0.188266126,1.436916396,0.043810509,ENSG00000110436,1,0,0,0,0,0,0,SLC1A2,0.7991166
ENSG00000110497,AMBRA1,3,55.49,1.033407381,0,0,0,0,0,1,0.398056771,0.0,0.734828531,-0.697760003,0.781263943,-1.09240223,0.576677886,0.465822708,0.344468399,-1.447497907,0.387464711,ENSG00000110497,1,0,0,0,0,1,1,AMBRA1,0.92379886
ENSG00000110514,MADD,39,88.47,0.144068505,0,0,0,0,0,0,0.100421899,1.090613217,0.90793539,-0.697760003,0.61964484,-0.608100366,0.936511121,0.577495307,0.489318624,-1.401319514,0.639884408,ENSG00000110514,1,0,0,0,0,0,0,MADD,0.5665439
ENSG00000110536,PTPMT1,4,7.8898,-0.827514728,0,0,0,0,0,0,0.165882976,-0.57316394,-1.118161615,2.107009394,0.952708415,-1.082465172,0.84280821,0.211687983,0.27575858,-1.557872686,0.256569743,ENSG00000110536,1,0,0,1,0,1,1,PTPMT1,0.30717987
ENSG00000110619,CARS,15,46.793,-0.254420021,0,0,0,0,0,0,-0.550464838,-1.326614576,0.364959157,-0.697760003,0.818271006,-1.022380987,0.831407076,0.410413885,0.548454197,-0.262007995,0.564453903,ENSG00000110619,1,0,0,0,0,0,0,CARS,0.6060947
ENSG00000110693,SOX6,4,42.612,1.1931146,0,1,0,0,1,1,-2.937780135,1.591850797,1.391720551,-0.697760003,-0.474967242,0.648260319,-1.608553835,-0.759762535,-0.957078551,0.724433484,-0.773603038,ENSG00000110693,1,0,0,0,0,0,0,SOX6,0.8964108
ENSG00000110700,RPS13,1,11.205,1.816431334,1,0,1,1,0,0,0.790434665,-0.592932852,1.251212985,-0.697760003,2.649994419,-1.119773329,0.964165114,0.521635861,0.244830013,-1.058915394,0.548657334,ENSG00000110700,1,0,0,0,0,0,0,RPS13,0.90484405
ENSG00000110711,AIP,4,17.671,0.057479704,0,0,0,0,0,0,-0.358822189,-0.604092721,0.320597568,-0.697760003,1.465911091,-1.071387604,0.723391583,0.380202391,0.305568668,-0.294392855,0.398933061,ENSG00000110711,1,0,0,0,0,0,0,AIP,0.68250036
ENSG00000110713,NUP98,5,86.395,0.796224255,1,0,0,0,0,0,1.306591593,0.028512468,0.841656521,-0.697760003,0.880736208,-0.879068937,0.748034168,0.509801983,0.081376188,-1.790002428,0.467776222,ENSG00000110713,1,0,0,1,0,1,1,NUP98,0.92908454
ENSG00000110719,TCIRG1,27,43.019,-0.196441923,0,0,0,0,0,0,-1.551146723,-1.475200271,-1.151653517,0.271811812,0.661734749,-0.500779569,-1.608553835,0.565532019,0.563519728,-0.403547691,0.74200951,ENSG00000110719,1,0,0,0,0,0,0,TCIRG1,0.3608697
ENSG00000110721,CHKA,6,24.738,0.140278533,0,0,0,0,0,0,1.996752448,0.069644559,0.217191877,-0.697760003,0.64083251,-0.574508002,0.841197563,0.67243178,0.615058178,-0.333519664,0.730394799,ENSG00000110721,1,0,0,0,0,1,1,CHKA,0.741895
ENSG00000110768,GTF2H1,4,31.426,1.119546082,1,0,0,0,0,0,-0.134380028,-0.288746687,1.125625001,0.722641834,1.13634952,-1.295923892,0.637280251,0.697459242,0.390347022,-1.697568542,0.72665326,ENSG00000110768,1,0,0,0,0,0,0,GTF2H1,0.84622324
ENSG00000110848,CD69,4,9.9826,-0.78934103,0,0,0,0,0,0,0.0,0.0,0.0,1.631326929,0.165394384,-0.065471847,-0.369617538,0.146591793,-0.265704033,0.073381969,-0.162338498,ENSG00000110848,1,0,0,0,0,0,0,CD69,0.38461977
ENSG00000110851,PRDM4,10,27.929,0.735499895,0,1,0,0,0,0,0.591663365,-0.322226296,1.058574832,-0.086027182,0.537364228,-0.673061607,0.841197563,0.488749997,0.538721684,0.93717294,0.491572212,ENSG00000110851,1,1,0,0,0,1,1,PRDM4,0.70873475
ENSG00000110871,COQ5,10,17.828,-0.348934496,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.913044659,-0.899980682,-1.608553835,0.698668421,0.290756183,-2.505271678,0.674486923,ENSG00000110871,1,0,0,0,0,0,0,COQ5,0.40803182
